motorPos,motorVel,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
181.336,6.09811,-9.99639,1.3734,1.61865,17.71,-5.25,-37.59,2
181.169,-3.69388,-8.31888,3.71799,1.48131,28.28,-5.74,-35.07,2
181.169,9.72631,-8.98596,3.07053,1.49112,38.78,-5.6,-44.45,2
181.169,3.65017,-9.93753,1.84428,1.19682,40.74,3.22,-53.34,2
181.169,3.65017,-9.78057,1.26549,0.67689,31.99,3.71,-50.75,2
181.169,2.42609,-9.36855,0.56898,0.2943,20.16,0.56,-46.76,2
181.169,1.20211,-9.36855,0.51993,0.57879,8.82,-2.31,-44.45,2
181.169,-1.24583,-9.18216,0.3924,0.82404,0.63,-3.64,-44.73,2
181.169,-1.24583,-9.05463,0.04905,1.06929,-4.41,-3.78,-46.27,2
181.169,4.87414,-9.00558,-0.40221,1.19682,-7,-3.57,-47.39,2
181.169,3.65017,-9.11349,-1.03986,1.1772,-9.17,-3.92,-46.62,2
181.169,1.20211,-9.13311,-1.38321,1.29492,-11.34,-4.48,-43.96,2
181.169,3.65017,-8.87805,-1.22625,1.32435,-11.83,-5.32,-42.42,2
181.169,-0.0218566,-8.60337,-0.97119,1.36359,-10.5,-5.95,-43.89,2
181.169,-2.4698,-8.5347,-0.8829,1.40283,-7.98,-6.09,-48.02,2
181.169,6.09811,-8.7309,-1.0791,1.49112,-4.76,-4.69,-52.57,2
181.169,-2.4698,-8.84862,-1.12815,1.57941,-0.84,-2.94,-57.68,2
181.169,3.65017,-8.78976,-1.03005,1.65789,7.84,0.07,-59.01,2
181.169,3.65017,-8.62299,-0.76518,1.67751,13.58,0.84,-60.97,2
181.169,-1.24583,-8.69166,-0.73575,1.52055,18.2,1.12,-63.21,2
181.169,-1.24583,-8.59356,-0.86328,1.53036,21.91,1.33,-65.03,2
181.169,-6.14182,-8.6328,-0.90252,1.52055,24.92,1.19,-66.57,2
181.169,-2.4698,-8.51508,-1.14777,1.46169,26.95,0.84,-67.69,2
181.169,-4.91785,-8.52489,-1.58922,1.32435,26.67,-0.28,-67.48,2
181.002,-7.36579,-8.83881,-2.17782,1.45188,24.15,-1.19,-65.73,2
181.002,-18.338,-8.94672,-2.51136,1.55979,20.86,-1.12,-62.16,2
180.668,-25.6383,-8.85843,-2.39364,1.54017,18.34,-0.14,-58.03,2
180.501,-36.6541,-8.84862,-2.38383,1.8639,17.15,0.56,-55.16,2
180,-41.5064,-9.08406,-2.30535,2.38383,17.78,1.47,-52.22,2
179.499,-46.4023,-9.28026,-2.46231,2.32497,18.69,4.76,-48.44,2
179.165,-39.102,-10.6144,-2.38383,2.56041,16.52,5.46,-44.52,2
178.664,-48.8503,-11.8407,-3.46293,2.98224,4.55,6.16,-44.31,2
178.33,-45.1783,-11.8897,-4.10058,3.16863,-2.66,10.5,-41.16,2
177.829,-41.5064,-13.0571,-2.77623,3.73761,-8.61,13.86,-40.67,2
177.495,-37.8781,-13.4593,-2.96262,3.80628,-10.92,18.76,-45.43,2
177.161,-42.7304,-12.8511,-2.5506,3.34521,-15.26,22.82,-46.76,2
176.66,-42.7304,-11.6347,-2.12877,3.24711,-22.54,22.19,-44.38,2
176.326,-32.9822,-11.2423,-1.24587,3.7278,-25.62,23.38,-43.47,2
175.992,-32.9822,-10.6046,0.47088,3.44331,-25.27,28.49,-43.89,2
175.658,-41.5064,-10.6831,0.93195,2.97243,-23.03,34.37,-46.41,2
175.157,-52.5222,-11.2717,0.51993,2.6487,-20.58,39.9,-46.13,2
174.656,-61.0465,-11.8799,0.08829,2.73699,-17.5,44.52,-39.55,2
173.822,-84.2586,-12.3116,-0.26487,2.57022,-11.83,47.88,-28.49,2
172.82,-120.891,-12.5862,-1.10853,2.24649,-3.57,48.86,-15.54,2
171.484,-151.403,-12.8707,-1.42245,1.48131,2.8,51.87,20.16,2
169.647,-184.363,-12.4489,-1.4715,0.59841,9.31,53.83,39.9,2
167.476,-231.968,-11.9093,-1.63827,-0.50031,14.98,56.21,61.11,2
164.971,-272.228,-10.2711,-1.60884,-0.8829,24.57,58.1,82.6,2
161.965,-318.609,-9.52551,-1.60884,-0.92214,38.01,58.24,105.42,2
158.459,-362.585,-8.75052,-1.7658,-0.91233,53.62,56.49,127.89,2
154.785,-393.097,-8.81919,-1.70694,-0.80442,68.74,50.61,150.5,2
150.61,-430.91,-8.829,-1.54998,-0.89271,84.7,45.78,171.99,2
146.102,-468.766,-7.90686,-1.75599,-0.981,99.82,44.24,189.42,2
141.092,-501.726,-7.22016,-3.52179,-0.81423,113.68,46.2,200.48,2
136.082,-505.398,-6.39612,-5.12082,-1.08891,120.68,46.76,208.88,2
131.24,-476.11,-6.49422,-6.56289,-1.15758,117.32,41.58,205.59,2
126.731,-426.058,-8.19135,-7.02396,-0.85347,119.84,33.74,191.59,2
122.89,-345.493,-9.11349,-4.78728,-1.28511,123.69,18.48,200.06,2
119.885,-272.228,-11.6739,0.73575,-1.01043,144.97,3.5,179.34,2
117.547,-216.1,-13.5574,3.31578,-0.89271,152.81,-3.64,150.43,2
115.71,-163.599,-14.558,-0.51012,-0.02943,151.55,-11.48,127.26,2
114.374,-120.891,-13.9106,-3.56103,0.41202,142.24,-15.96,117.46,2
113.372,-92.7828,-12.9198,-5.58189,0.43164,126.07,-16.31,118.3,2
112.537,-76.9147,-11.8603,-6.52365,0.17658,106.54,-14.7,123.69,2
111.702,-73.2426,-11.0363,-7.11225,-0.52974,85.12,-12.18,129.99,2
111.034,-73.2426,-10.428,-6.66099,-0.85347,64.96,-9.87,138.04,2
110.367,-73.2426,-9.82962,-6.31764,-1.58922,46.06,-5.18,142.73,2
109.699,-58.5985,-9.64323,-6.3765,-1.962,21.84,-3.15,145.18,2
109.198,-35.4301,-9.3195,-5.24835,-1.51074,-0.35,-2.59,147.63,2
108.864,-14.666,-9.18216,-3.69837,-1.26549,-17.22,0,146.65,2
108.864,4.87414,-8.97615,-2.7468,-1.21644,-29.47,2.94,140.7,2
109.031,19.5183,-8.62299,-2.56041,-1.35378,-39.06,4.62,132.65,2
109.532,58.5548,-8.2404,-2.77623,-1.70694,-56.14,4.55,121.52,2
110.2,81.7668,-8.26002,-1.87371,-1.80504,-56.56,2.94,114.24,2
111.201,119.623,-7.70085,0.05886,-1.5696,-53.62,3.78,101.92,2
112.537,141.568,-7.51446,0.26487,-1.41264,-50.26,4.48,88.2,2
114.207,170.856,-7.23978,0.15696,-1.06929,-47.81,3.43,74.76,2
116.044,195.292,-7.00434,-0.02943,-0.71613,-46.06,1.82,62.16,2
118.215,223.356,-6.98472,-0.13734,-0.3924,-45.22,0.56,49.84,2
120.553,245.344,-6.83757,-0.67689,-0.23544,-46.76,-0.84,38.15,2
123.057,262.437,-6.77871,-1.03986,-0.15696,-47.95,-1.61,26.67,2
125.729,278.305,-6.7689,-1.16739,-0.22563,-49.91,-2.03,16.59,2
128.568,292.949,-6.80814,-1.08891,-0.46107,-53.55,-3.22,7.7,2
131.574,307.593,-6.95529,-0.77499,-0.51012,-58.17,-5.88,0.98,2
134.746,322.237,-6.66099,-0.28449,-0.37278,-62.3,-8.61,-6.93,2
138.086,343.001,-6.75909,0.38259,-0.40221,-65.59,-10.71,-28.77,2
141.593,360.093,-6.89643,0.76518,-0.38259,-73.22,-14.7,-39.55,2
145.267,366.17,-6.867,1.10853,-0.59841,-77.84,-17.85,-50.54,2
148.94,374.737,-7.14168,1.53036,-0.67689,-83.23,-21.91,-61.04,2
152.781,385.71,-34.5018,2.12877,0.36297,-101.29,-32.41,-62.51,2
156.622,364.989,-19.1197,5.91543,2.87433,-108.85,-23.59,-40.67,2
159.961,319.789,-2.27592,-0.84366,-1.0791,-96.6,1.68,-66.92,2
163.134,305.145,-0.52974,-0.981,-2.65851,-103.74,-9.8,-74.55,2
166.14,301.473,-2.77623,2.03067,-2.04048,-122.57,-28.7,-65.03,2
168.979,285.605,-5.80752,4.78728,-0.52974,-130.62,-38.36,-63.84,2
171.651,247.792,-9.86886,6.19011,0.57879,-126.98,-41.02,-71.89,2
173.989,214.832,-13.3122,6.28821,1.19682,-116.41,-37.38,-79.8,2
175.825,168.452,-15.1957,4.88538,1.84428,-103.74,-28,-84.14,2
177.328,117.175,-16.7457,2.82528,1.72656,-89.11,-16.1,-82.11,2
178.163,51.2545,-17.7071,1.28511,0.72594,-62.93,-7.35,-54.81,2
178.163,-19.562,-17.4912,0.90252,-0.5886,-52.78,-7.84,-38.64,2
177.829,-50.0743,-14.5679,3.38445,-0.94176,-38.29,-7.14,-26.46,2
177.161,-68.3905,-8.83881,5.37588,-0.72594,-13.72,-2.38,-24.08,2
176.493,-76.9147,-7.5537,6.45498,0.32373,9.38,2.52,-28.49,2
175.825,-58.5985,-7.00434,6.82776,1.35378,34.79,3.5,-39.76,2
175.324,-37.8781,-4.38507,5.04234,1.61865,50.68,-2.87,-54.46,2
175.157,-0.0218566,-7.27902,2.71737,2.48193,53.76,-17.85,-65.17,2
175.324,9.72631,-7.86762,1.05948,1.78542,58.66,-20.93,-76.79,2
175.658,42.6866,-7.42617,-0.84366,0.3924,57.89,-19.67,-84.7,2
176.159,57.3308,-8.13249,-2.41326,-0.0981,47.25,-19.11,-88.41,2
176.66,50.0306,-8.81919,-4.4145,-0.3924,28.7,-17.22,-90.02,2
176.994,28.0425,-9.20178,-5.81733,-0.79461,0.91,-16.17,-84.84,2
177.161,12.1744,-10.0847,-5.41512,-0.66708,-33.04,-17.78,-71.4,2
177.161,-3.69388,-10.3299,-3.2373,-0.43164,-83.16,-20.72,-44.24,2
177.161,-12.2181,-9.82962,-0.31392,-0.46107,-90.65,-24.71,-39.62,2
176.994,-9.77002,-8.66223,2.01105,1.32435,-87.92,-29.4,-40.46,2
176.994,-4.91785,-8.49546,2.5506,2.23668,-76.44,-30.59,-45.36,2
176.994,1.20211,-8.62299,2.29554,2.82528,-60.06,-27.79,-52.71,2
176.994,2.42609,-8.76033,1.68732,3.35502,-41.65,-24.15,-58.17,2
176.994,2.42609,-9.01539,1.49112,3.77685,-24.15,-20.79,-59.71,2
176.994,-4.91785,-9.05463,1.3734,3.58065,-8.05,-18.48,-59.29,2
176.994,-0.0218566,-8.83881,1.18701,3.2373,5.81,-18.13,-58.38,2
176.994,-9.77002,-8.71128,0.36297,3.16863,17.01,-19.18,-58.8,2
176.827,-9.77002,-8.76033,-1.03005,2.60946,23.66,-20.51,-59.29,2
176.827,-9.77002,-8.85843,-2.28573,2.36421,23.45,-21.63,-57.19,2
176.66,-18.338,-8.9271,-3.05091,2.13858,18.41,-22.19,-53.2,2
176.493,-14.666,-8.91729,-3.06072,1.71675,10.36,-21.98,-44.45,2
176.326,-10.9941,-8.70147,-2.65851,1.52055,-8.68,-22.75,-43.61,2
176.159,-24.4142,-8.70147,-2.6487,1.4715,-18.41,-22.4,-41.51,2
175.825,-17.114,-8.98596,-2.80566,1.48131,-28.49,-22.05,-37.24,2
175.658,-25.6383,-8.69166,-2.75661,1.69713,-37.1,-22.75,-33.67,2
175.324,-37.8781,-9.3195,-3.15882,2.24649,-44.03,-23.8,-30.31,2
174.99,-34.2062,-8.81919,-2.77623,2.32497,-46.97,-23.94,-26.39,2
174.656,-24.4142,-9.04482,-2.30535,2.78604,-48.72,-25.55,-24.64,2
174.49,-18.338,-9.09387,-2.29554,2.90376,-46.9,-25.2,-27.86,2
174.323,-12.2181,-9.08406,-2.58984,2.72718,-44.59,-24.36,-32.2,2
174.156,-2.4698,-8.55432,-2.62908,2.27592,-44.87,-22.47,-34.51,2
174.156,1.20211,-8.3385,-2.39364,2.13858,-46.83,-22.68,-35.49,2
174.156,-0.0218566,-8.40717,-2.49174,2.19744,-48.65,-24.29,-37.24,2
174.156,1.20211,-8.86824,-2.58984,2.22687,-49.21,-26.6,-37.52,2
174.156,-3.69388,-9.14292,-2.4525,2.17782,-49.14,-26.6,-37.03,2
174.323,2.42609,-8.98596,-2.41326,2.01105,-47.46,-25.83,-37.8,2
174.323,2.42609,-8.77014,-2.17782,1.50093,-46.97,-24.92,-39.76,2
174.323,1.20211,-8.95653,-2.44269,1.38321,-47.95,-24.15,-41.79,2
174.323,6.09811,-9.17235,-2.67813,1.39302,-50.61,-23.8,-43.12,2
174.323,9.72631,-10.3888,-2.70756,1.77561,-53.76,-23.94,-43.61,2
174.49,13.3983,-10.7714,-2.14839,2.08953,-56.42,-22.68,-44.94,2
174.656,19.5183,-10.7125,-2.41326,2.2563,-57.82,-21.14,-49.42,2
174.99,17.0702,-10.5163,-2.11896,2.06991,-57.75,-20.51,-52.36,2
175.157,18.2943,-10.016,-2.07972,1.71675,-60.55,-20.65,-53.76,2
175.324,15.8463,-9.87867,-1.962,1.62846,-63.63,-21.7,-52.92,2
175.324,10.9504,-9.75114,-1.54017,1.51074,-66.99,-22.96,-50.75,2
175.491,4.87414,-9.55494,-0.86328,1.33416,-68.95,-23.87,-47.74,2
175.491,2.42609,-9.26064,-0.12753,1.25568,-69.02,-23.94,-47.04,2
175.491,-7.36579,-9.64323,-0.0981,1.23606,-64.4,-23.87,-45.36,2
175.491,-2.4698,-9.95715,-0.00981,1.19682,-63.98,-23.52,-43.33,2
175.491,-6.14182,-10.2613,0.13734,1.50093,-65.31,-22.89,-41.37,2
175.157,-30.5341,-10.585,-0.32373,1.92276,-67.34,-21.28,-39.97,2
174.823,-37.8781,-10.7518,0,1.89333,-68.04,-16.94,-35,2
174.49,-41.5064,-10.4575,0.74556,1.95219,-66.15,-12.46,-30.17,2
173.989,-64.7184,-10.8302,0.30411,2.11896,-59.01,-9.8,-27.86,2
173.154,-90.3348,-11.4581,-0.31392,1.60884,-52.29,-5.95,-20.37,2
172.152,-112.323,-11.566,-0.28449,1.42245,-48.86,-1.96,-7.84,2
170.816,-130.639,-11.5268,0.05886,1.85409,-45.15,2.03,4.41,2
169.313,-155.031,-11.4777,0.40221,2.29554,-40.32,7.14,16.17,2
167.643,-184.363,-11.8995,0.08829,2.54079,-33.18,13.65,27.37,2
165.639,-206.308,-12.7334,-0.31392,2.17782,-27.86,19.67,40.95,2
163.468,-239.268,-13.2533,-1.00062,1.63827,-26.04,24.36,57.33,2
160.963,-268.556,-13.3416,-1.38321,1.04967,-31.71,36.26,96.32,2
158.125,-301.517,-12.7824,-1.68732,0.34335,-37.24,44.38,116.55,2
154.952,-336.925,-10.1337,-3.06072,-1.3734,-45.15,53.27,135.87,2
151.278,-373.557,-9.77076,-4.66956,-1.58922,-56.84,62.51,154.35,2
147.271,-417.49,-9.88848,-6.39612,-0.65727,-71.75,70.77,173.53,2
142.929,-456.57,-10.428,-7.48503,0.75537,-82.04,76.93,193.55,2
138.086,-489.53,-11.5169,-6.70023,1.95219,-76.72,83.93,211.26,2
133.243,-494.426,-12.6745,-5.57208,0.47088,-70.28,91.28,227.99,2
128.234,-496.83,-12.6843,-5.96448,-0.35316,-67.69,93.73,240.1,2
123.224,-505.398,-12.0957,-5.12082,-0.56898,-65.24,88.13,248.92,2
118.382,-484.634,-10.6635,-4.84614,-0.66708,-62.02,77.84,246.61,2
113.873,-413.862,-10.0258,-5.1993,-1.83447,-62.72,68.81,237.51,2
110.367,-325.953,-10.9087,-2.81547,-1.53036,-67.27,50.54,231.7,2
107.527,-249.06,-12.0271,-0.26487,-1.1772,-66.29,37.31,186.41,2
105.524,-184.363,-12.7138,1.03986,-0.79461,-56.14,26.67,162.33,2
104.021,-130.639,-12.2135,1.11834,0.12753,-49.21,24.22,145.25,2
102.852,-91.5588,-9.95715,-0.13734,0,-42.98,23.94,135.03,2
102.184,-62.2705,-8.42679,-0.37278,-0.31392,-38.15,23.24,128.66,2
101.85,-36.6541,-8.30907,-0.69651,-0.67689,-34.58,22.05,123.69,2
101.516,-12.2181,-7.31826,-0.83385,-1.02024,-32.2,20.65,123.62,2
101.516,6.09811,-7.2594,-0.6867,-1.23606,-31.43,17.71,120.89,2
101.683,13.3983,-7.36731,-1.22625,-1.02024,-32.27,16.45,115.22,2
101.85,45.1346,-7.77933,-1.60884,-1.03986,-37.1,14,111.72,2
102.518,70.7947,-8.64261,-0.24525,-0.55917,-41.72,11.41,109.97,2
103.353,100.083,-9.13311,0.28449,0,-43.19,10.36,101.36,2
104.522,114.727,-9.17235,-0.22563,0.35316,-44.52,9.45,91,2
105.691,134.267,-9.1233,-0.63765,0.54936,-46.69,10.08,82.6,2
107.193,154.988,-8.85843,-1.08891,0.61803,-50.33,13.3,70.7,2
108.864,174.528,-8.59356,-1.24587,0.51993,-58.31,13.37,66.78,2
110.701,189.172,-8.2404,-0.54936,0.34335,-62.16,10.92,63,2
112.704,213.608,-7.39674,0.13734,0.5886,-63,8.68,57.33,2
114.875,229.476,-6.79833,0.72594,0.44145,-61.25,7.35,49.49,2
117.38,255.093,-6.3765,1.24587,0.32373,-58.38,5.18,39.97,2
120.219,280.753,-5.95467,1.58922,0.26487,-53.83,3.43,28.42,2
123.057,300.293,-5.55246,1.79523,0.11772,-48.3,2.17,16.38,2
126.23,316.161,-5.3955,1.99143,-0.17658,-41.58,1.33,4.2,2
129.57,336.881,-5.34645,2.13858,-0.51993,-35.21,-0.77,-7.56,2
132.909,355.197,-5.55246,2.18763,-0.63765,-30.31,-4.34,-18.13,2
136.584,374.737,-5.69961,2.06991,-0.51012,-26.46,-8.47,-27.16,2
140.424,384.486,-5.92524,2.22687,-0.3924,-24.5,-12.46,-34.3,2
144.265,384.486,-6.20973,2.21706,-0.07848,-23.66,-16.31,-42.07,2
148.105,390.606,-6.46479,2.11896,0.25506,-30.45,-22.47,-58.1,2
152.113,396.726,-6.72966,1.99143,0.38259,-46.69,-28.63,-59.43,2
156.121,402.802,-17.2852,3.02148,2.93319,-70.49,-29.05,-45.15,2
159.961,374.737,-8.08344,2.31516,0.04905,-65.38,-6.3,-61.39,2
163.635,345.449,-2.58003,0.02943,-1.25568,-78.4,-10.29,-76.44,2
166.975,335.657,-3.63951,2.38383,-1.48131,-96.53,-23.31,-73.08,2
170.315,317.341,-3.68856,5.74866,-0.87309,-106.12,-30.1,-72.03,2
173.321,299.069,-4.67937,7.1613,0.10791,-105.14,-35.35,-78.68,2
176.159,277.081,-7.44579,8.55432,0.73575,-90.86,-34.86,-87.22,2
178.831,251.464,-11.6445,9.08406,0.35316,-72.66,-28.98,-95.34,2
181.169,219.684,-14.7346,7.53408,0.33354,-52.92,-24.99,-101.29,2
181.002,-48.8503,-22.1706,-3.08034,1.1772,-29.26,-20.58,-102.34,2
181.169,23.1902,-26.3693,1.44207,-1.64808,-35.28,-5.95,-48.86,2
181.169,-14.666,-28.2724,7.91667,1.03986,-46.55,1.54,-10.5,2
181.169,-8.54605,-19.9045,11.1638,3.56103,44.94,35.77,-66.36,2
181.002,-19.562,-0.48069,8.69166,1.60884,101.01,39.34,-91.84,2
180.668,-26.8622,-9.72171,1.33416,3.17844,106.05,16.31,-96.74,2
180.668,-1.24583,-6.867,-0.54936,7.11225,76.51,-24.64,-81.27,2
180.668,3.65017,-9.89829,-5.30721,4.96386,57.26,-33.81,-75.46,2
180.668,-8.54605,-8.46603,-4.74804,-0.25506,45.85,-35,-57.96,2
180.501,-39.102,-7.14168,-4.42431,-5.23854,31.64,-24.57,-49.14,2
179.833,-50.0743,-9.60399,-5.83695,-5.43474,30.73,-2.38,-53.41,2
179.499,-41.5064,-7.848,-1.83447,-2.41326,21.91,10.57,-45.5,2
178.831,-74.4666,-9.13311,-0.20601,1.19682,8.61,10.92,-40.88,2
177.996,-85.4826,-9.55494,-0.32373,1.03005,-1.26,9.59,-34.51,2
177.161,-80.5866,-9.42741,-0.43164,0.12753,-12.25,0.49,-24.99,2
176.326,-80.5866,-8.59356,-0.70632,0.62784,-19.6,-16.17,-19.39,2
175.658,-59.8225,-7.78914,-2.08953,1.62846,-21.56,-30.17,-28.35,2
175.157,-34.2062,-7.23978,-2.86452,2.98224,-24.36,-33.46,-38.36,2
175.157,1.20211,-7.26921,-2.63889,4.64994,-28.84,-31.57,-49.98,2
175.157,13.3983,-8.51508,-1.62846,3.99267,-33.25,-29.61,-59.5,2
175.491,21.9662,-8.91729,-0.6867,2.75661,-38.71,-27.44,-60.48,2
175.658,30.4904,-8.76033,0.73575,2.20725,-36.61,-26.32,-60.62,2
175.992,24.4142,-8.86824,0.69651,1.90314,-28.14,-25.69,-63.49,2
176.159,20.7423,-9.10368,0.01962,1.74618,-20.44,-25.55,-64.47,2
176.326,20.7423,-9.08406,-0.51012,1.51074,-17.01,-25.69,-62.86,2
176.493,17.0702,-8.98596,-0.8829,1.50093,-17.85,-27.09,-61.04,2
176.66,6.09811,-9.06444,-1.45188,1.4715,-21.7,-28.21,-59.64,2
176.827,12.1744,-9.21159,-1.87371,1.39302,-28.56,-28.98,-56.49,2
176.827,12.1744,-8.88786,-1.31454,1.43226,-36.82,-29.4,-52.36,2
176.994,13.3983,-8.67204,-0.79461,1.5696,-42.56,-30.1,-52.08,2
177.161,6.09811,-8.90748,-1.0791,1.68732,-47.67,-30.1,-51.59,2
177.161,9.72631,-9.20178,-0.92214,1.71675,-57.12,-29.33,-48.72,2
177.328,-0.0218566,-9.09387,0.2943,1.91295,-58.03,-29.12,-46.55,2
177.328,-8.54605,-9.0252,0.65727,1.97181,-55.44,-28.28,-45.99,2
177.328,-1.24583,-8.88786,0.84366,1.962,-49.14,-26.81,-46.48,2
177.161,-2.4698,-8.89767,0.96138,1.98162,-39.55,-25.06,-47.6,2
177.161,-1.24583,-8.829,0.69651,1.8639,-29.05,-23.52,-48.93,2
177.161,-4.91785,-8.81919,0.2943,1.7658,-20.44,-22.75,-49.28,2
176.994,-15.89,-8.66223,-0.08829,1.80504,-13.51,-22.96,-49.98,2
176.827,-18.338,-8.6328,-0.74556,1.72656,-8.4,-23.45,-50.33,2
176.66,-20.786,-8.69166,-1.30473,1.74618,-6.3,-23.45,-49.63,2
176.493,-24.4142,-8.65242,-1.84428,1.63827,-6.58,-23.31,-48.09,2
176.326,-20.786,-8.61318,-1.89333,1.63827,-9.66,-23.59,-45.64,2
175.992,-22.0099,-8.37774,-1.962,1.73637,-13.65,-23.8,-45.43,2
175.825,-24.4142,-8.26002,-2.3544,1.58922,-26.95,-26.46,-45.08,2
175.658,-24.4142,-8.71128,-2.51136,1.60884,-34.3,-27.86,-43.68,2
175.324,-23.2339,-8.42679,-2.41326,1.61865,-41.23,-28.14,-42.07,2
175.157,-26.8622,-9.86886,-2.39364,1.93257,-45.99,-29.12,-40.74,2
174.99,-19.562,-9.97677,-2.19744,1.69713,-48.93,-28.07,-40.67,2
174.823,-15.89,-8.77995,-2.08953,1.34397,-50.89,-26.81,-41.93,2
174.656,-6.14182,-7.69104,-1.74618,0.94176,-54.39,-27.51,-43.05,2
174.656,-8.54605,-7.97553,-2.05029,1.12815,-58.17,-29.75,-46.34,2
174.656,-2.4698,-8.21097,-2.70756,1.42245,-63.77,-33.67,-48.3,2
174.49,-2.4698,-9.15273,-2.75661,1.83447,-70.42,-36.82,-47.11,2
174.49,-7.36579,-9.18216,-2.28573,2.11896,-74.83,-36.82,-46.13,2
174.49,2.42609,-9.79038,-2.03067,2.46231,-77.07,-36.54,-46.06,2
174.49,-0.0218566,-10.4967,-1.84428,2.49174,-76.72,-34.02,-45.85,2
174.323,-12.2181,-12.9394,-1.1772,2.78604,-73.22,-30.38,-45.43,2
174.156,-31.7581,-14.0087,-1.84428,2.26611,-65.8,-17.36,-44.87,2
173.822,-50.0743,-14.1264,-2.40345,2.02086,-62.09,-13.37,-38.15,2
173.321,-39.102,-10.7518,-0.17658,2.52117,-55.23,-12.32,-33.11,2
172.82,-46.4023,-9.87867,0.38259,3.01167,-44.59,-13.02,-34.23,2
172.319,-63.4945,-10.4967,-0.00981,2.91357,-32.27,-11.34,-34.02,2
171.651,-63.4945,-11.3306,-0.47088,2.26611,-23.8,-7.56,-28.56,2
170.816,-79.3626,-12.0859,-0.64746,1.70694,-19.74,-4.41,-20.3,2
169.981,-101.351,-12.6157,-1.35378,1.33416,-21.63,-3.01,-10.22,2
168.812,-120.891,-13.1945,-1.61865,1.41264,-29.12,-1.47,3.36,2
167.476,-146.507,-13.9498,-1.81485,1.58922,-40.6,2.45,20.09,2
165.806,-185.587,-14.5188,-1.83447,1.2753,-54.88,9.8,41.16,2
163.802,-227.072,-14.6365,-1.89333,0.94176,-67.06,20.02,64.4,2
161.297,-271.004,-14.2049,-1.81485,0.22563,-75.88,32.55,89.46,2
158.292,-316.205,-12.2821,-1.92276,-0.71613,-82.39,45.64,140.91,2
154.785,-360.137,-9.96696,-1.962,-1.55979,-85.19,67.76,162.33,2
150.777,-406.518,-7.05339,-2.18763,-1.41264,-85.54,73.85,177.8,2
146.603,-444.374,-7.90686,-5.77809,-0.25506,-89.81,77.21,194.6,2
141.927,-474.886,-11.8407,-5.16006,2.08953,-84.84,82.81,209.72,2
137.085,-490.754,-13.685,-3.02148,1.03986,-68.53,95.76,221.76,2
132.242,-500.502,-14.7248,-3.80628,0.5886,-66.99,101.85,232.96,2
127.232,-502.95,-12.959,-4.92462,1.63827,-57.96,101.22,233.24,2
122.222,-484.634,-9.78057,-5.25816,1.29492,-49.42,95.13,231.35,2
117.714,-427.282,-9.64323,-5.7879,0.23544,-48.44,79.45,224.14,2
113.873,-330.849,-10.7223,-2.96262,-0.72594,-54.04,65.38,221.48,2
111.034,-273.452,-12.2429,1.22625,0.04905,-58.45,56.35,206.22,2
108.53,-222.176,-12.8315,0.69651,0.75537,-54.11,55.86,178.43,2
106.692,-178.243,-12.5764,-0.05886,0.75537,-50.82,57.68,160.02,2
105.19,-140.387,-11.7033,-0.89271,0.48069,-48.44,59.99,147.49,2
104.021,-109.875,-10.3692,-1.22625,0.22563,-42.21,59.15,146.51,2
102.852,-95.2307,-9.78057,-1.53036,-0.64746,-39.69,57.05,149.31,2
102.184,-69.6144,-7.58313,-1.23606,-1.11834,-36.82,54.04,149.94,2
101.683,-43.9543,-7.56351,-0.47088,-1.09872,-34.51,49.35,147.84,2
101.349,-4.91785,-7.4556,-0.7848,-1.15758,-32.06,46.06,141.26,2
101.516,13.3983,-7.51446,-0.0981,-1.10853,-30.8,41.51,134.68,2
101.683,28.0425,-8.10306,0.11772,-0.94176,-30.59,35.77,124.25,2
102.184,65.8987,-8.59356,1.7658,-0.59841,-27.79,32.55,117.25,2
103.019,95.187,-8.93691,2.61927,-0.62784,-22.19,30.73,105.49,2
104.188,123.251,-8.55432,1.73637,-0.01962,-15.96,27.37,92.61,2
105.691,148.911,-8.15211,0.87309,0.07848,-12.32,25.48,82.39,2
107.193,167.228,-7.89705,0.11772,0.20601,-11.62,24.15,74.13,2
109.031,184.32,-7.51446,-0.21582,0.51012,-13.23,23.38,67.69,2
110.868,198.964,-7.1613,-0.35316,0.75537,-18.27,24.01,56.07,2
113.038,213.608,-6.72966,-0.22563,0.80442,-20.72,24.57,49.91,2
115.209,236.776,-6.24897,0.35316,0.73575,-21.77,24.85,42.63,2
117.714,252.645,-6.19011,0.69651,0.5886,-22.26,24.43,34.37,2
120.386,277.081,-6.17049,1.09872,0.35316,-21.28,23.52,25.06,2
123.391,299.069,-6.15087,1.41264,0.21582,-19.95,22.19,14.84,2
126.397,312.489,-6.12144,1.65789,-0.01962,-18.34,20.79,4.2,2
129.57,324.685,-6.10182,1.75599,-0.33354,-16.73,18.41,-7.07,2
132.909,341.777,-6.04296,1.80504,-0.81423,-14.98,14.21,-18.97,2
136.417,364.989,-6.0822,1.79523,-1.48131,-13.37,8.26,-30.17,2
140.257,383.262,-6.32745,2.09934,-1.72656,-12.74,0.91,-40.53,2
144.098,391.83,-6.35688,2.61927,-1.72656,-12.11,-6.58,-51.59,2
148.105,401.578,-6.36669,3.22749,-1.54998,-11.2,-14.21,-63.63,2
